0.06901035	0.0009916947	0.03366756	0.032955054	-0.014225869	-0.00050137815	0.016179316	-0.03953126	-0.0022511273	0.0503287	0.050518237	-0.03050847	-0.0239528	-0.039746005	-0.0626306	-0.029102994
0.09815369	0.05381217	0.040932234	0.055456553	0.023628833	-0.004759555	0.07627821	0.024015019	0.048513554	0.091149256	0.028161779	-0.03188036	-0.055094305	0.055541284	-0.053385697	-0.012276913
0.08534349	0.0702947	0.0236358	-0.021366894	-0.0056708967	-0.037511155	0.08623866	-0.021244025	0.011188257	0.06707853	0.040890854	0.0129971765	-0.085179694	0.041701894	-0.12891413	0.011225985
0.0472778	0.03728171	0.032076426	0.049078174	-0.06383161	0.026939964	0.008149098	-0.08033924	0.00039936136	0.037429314	0.030054051	-0.011006425	-0.04186711	0.052931428	-0.08788405	-0.02244494
0.107364826	0.08892555	-0.02561606	0.021825278	0.032760177	0.009634659	0.06766167	0.0074261413	-0.030223047	-0.015536938	0.090390995	-0.054078005	-0.09518508	-0.060343888	-0.090265356	-0.0036464562
0.043941963	-0.014993039	0.0008204938	0.059235692	0.001585793	0.055558342	0.042490646	0.009982443	-0.01006552	-0.064173	0.01355305	0.014218976	-0.08395115	0.09016201	-0.0331925	0.0021233254
0.098332584	0.04497395	-0.009570145	-0.03221051	-0.023042135	-0.0039685634	0.025863234	-0.017668238	0.00925542	0.07271045	0.09489602	-0.057374407	-0.042436257	0.023212152	-0.098738596	0.03542592
0.059385825	0.00893425	-0.010980367	0.03592601	-0.015462398	0.041896045	-0.0016289615	-0.0062348805	-0.016319845	0.0762021	0.03457939	-0.044954333	-0.013751828	-0.010624454	-0.05387893	-0.049127717
0.05331101	0.013993474	-0.07009503	0.025594031	-0.037665136	0.020220377	0.0043548555	0.015046927	0.010250017	0.03536502	-0.0033227531	-0.05707992	-0.039149713	0.066099174	-0.08574184	0.05815373
-0.007372353	0.089640126	0.02535752	0.008264887	-0.002565695	-0.0046940306	0.10655965	0.07017059	0.00012752425	0.05817316	-0.040153153	-0.021077765	-0.07277395	-0.00903831	-0.0982215	0.028202534
